3.691676557064056396e-01,-9.090169668197631836e-01,4.368700683116912842e-01,2.461641281843185425e-01,1.211102247238159180e+00,1.251412630081176758e-01,-5.340696573257446289e-01,-1.977150321006774902e+00,-7.261079736053943634e-03,-7.952529191970825195e-01
2.796303294599056244e-02,-6.362570524215698242e-01,5.039075016975402832e-01,1.402287781238555908e-01,-1.701902449131011963e-01,7.768728733062744141e-01,-1.347897052764892578e-01,-4.202665686607360840e-01,-1.825604885816574097e-01,-3.824549913406372070e-01
6.474341154098510742e-01,-4.556867480278015137e-01,7.036216855049133301e-01,1.210959926247596741e-01,4.302612543106079102e-01,9.524509310722351074e-02,-2.368389964103698730e-01,-2.967270612716674805e-01,1.607621014118194580e-01,-3.558852076530456543e-01
-1.564763337373733521e-01,-4.763020947575569153e-02,9.600911736488342285e-01,6.086327433586120605e-01,4.783950746059417725e-02,2.409154325723648071e-01,-1.170508712530136108e-01,4.723720252513885498e-03,3.307347297668457031e-01,1.340633034706115723e-01
6.603904813528060913e-02,2.063764184713363647e-01,7.922405004501342773e-02,1.534458249807357788e-01,2.201743721961975098e-01,-2.932887673377990723e-01,-2.424199730157852173e-01,-1.587827876210212708e-02,5.210007727146148682e-02,5.630821734666824341e-02
-5.767718702554702759e-02,-2.600880861282348633e-01,5.263457298278808594e-01,3.896451294422149658e-01,-6.579376757144927979e-02,2.554826140403747559e-01,-2.449806779623031616e-01,-1.367225050926208496e-01,2.038426101207733154e-01,-1.934089697897434235e-02
-5.528158545494079590e-01,2.517506480216979980e-01,3.940051198005676270e-01,7.763611525297164917e-02,2.657491862773895264e-01,-3.518036603927612305e-01,-3.661478683352470398e-02,-1.644121646881103516e+00,1.161497831344604492e+00,-7.604170441627502441e-01
-2.787541225552558899e-02,-4.204422980546951294e-02,-3.337360173463821411e-02,-9.740013629198074341e-02,-9.444504976272583008e-02,2.308703586459159851e-02,8.477900922298431396e-02,2.701655775308609009e-02,-1.296447515487670898e-01,-6.929971277713775635e-03
-2.033389061689376831e-01,-1.572027504444122314e-01,-5.712015032768249512e-01,-5.920144915580749512e-01,5.994010567665100098e-01,4.034589231014251709e-01,-4.718579053878784180e-01,-7.648844122886657715e-01,5.248456001281738281e-01,-1.321606636047363281e-01
-2.170436829328536987e-01,2.137429118156433105e-01,1.978807747364044189e-01,1.889095604419708252e-01,4.438698887825012207e-01,-1.103740260004997253e-01,-2.373662143945693970e-01,-8.859607577323913574e-02,-1.175985932350158691e-01,3.584550023078918457e-01
6.575775146484375000e-01,-1.134997680783271790e-01,1.560933232307434082e+00,-9.978901743888854980e-01,1.107513904571533203e+00,-7.762103080749511719e-01,-1.317392110824584961e+00,-2.326924085617065430e+00,2.439658045768737793e-01,4.916860759258270264e-01
-1.611470431089401245e-01,-8.456207066774368286e-02,1.068473458290100098e+00,2.840353548526763916e-01,-6.268309354782104492e-01,-7.445689439773559570e-01,-5.993251502513885498e-02,-5.023089051246643066e-01,7.080903649330139160e-01,-1.011169195175170898e+00
1.078726768493652344e+00,-1.270323432981967926e-02,5.241102576255798340e-01,-5.578112229704856873e-02,-7.060305476188659668e-01,2.440078109502792358e-01,2.721410691738128662e-01,-5.710061192512512207e-01,1.145883724093437195e-01,-5.336206555366516113e-01
-1.046508401632308960e-01,2.567355632781982422e-01,1.033247038722038269e-01,-2.048797160387039185e-01,9.255158901214599609e-01,4.663695096969604492e-01,1.573541462421417236e-01,-4.208734631538391113e-01,1.098536103963851929e-01,-2.326632291078567505e-01
-1.264418065547943115e-01,-1.592748165130615234e-01,9.047797322273254395e-01,7.460054159164428711e-01,1.674332469701766968e-01,6.013366580009460449e-01,-1.849700883030891418e-02,1.989308297634124756e-01,5.472460985183715820e-01,1.996748000383377075e-01
4.793263673782348633e-01,3.536588326096534729e-02,4.264011085033416748e-01,5.585446357727050781e-01,5.245546624064445496e-02,-1.223009452223777771e-02,2.001740932464599609e-01,4.356776475906372070e-01,-7.152414321899414062e-02,-1.613924801349639893e-01
3.797825276851654053e-01,6.561347097158432007e-02,3.051282465457916260e-01,4.131552577018737793e-01,3.079232946038246155e-02,3.960089087486267090e-01,-2.183614298701286316e-03,3.482719957828521729e-01,-3.058502674102783203e-01,-2.706951498985290527e-01
-9.539430588483810425e-02,4.160746335983276367e-01,2.313537448644638062e-01,3.007579147815704346e-01,7.509046196937561035e-01,-4.559200629591941833e-02,1.168477311730384827e-01,4.722837358713150024e-02,6.036998033523559570e-01,-1.943541169166564941e+00
-4.097684621810913086e-01,3.315136730670928955e-01,3.087792694568634033e-01,-3.828210532665252686e-01,7.570478916168212891e-01,5.768784284591674805e-01,2.072781026363372803e-01,-7.535639405250549316e-01,1.635813415050506592e-01,-6.214374303817749023e-01
6.823559999465942383e-01,-1.590170115232467651e-01,6.003460288047790527e-01,-6.955049186944961548e-02,2.693920135498046875e-01,-4.403264522552490234e-01,3.611463308334350586e-02,7.458840012550354004e-01,2.480773329734802246e-01,7.620386779308319092e-02
7.459487766027450562e-03,-7.041955590248107910e-01,6.764137744903564453e-01,3.006797432899475098e-01,-1.962128430604934692e-01,9.567739367485046387e-01,-2.571676075458526611e-01,-5.779758095741271973e-01,-1.087811961770057678e-01,-4.992531239986419678e-01
2.108578942716121674e-02,-1.128263771533966064e-01,-1.303088068962097168e-01,-3.052319586277008057e-01,1.324803829193115234e-01,-3.447760641574859619e-02,-1.063144952058792114e-01,-2.328398525714874268e-01,1.278912425041198730e-01,-2.020438462495803833e-01
6.851894855499267578e-01,-1.847158819437026978e-01,5.403321385383605957e-01,-8.041643500328063965e-01,2.267369180917739868e-01,-9.243110567331314087e-02,-3.650500625371932983e-02,-1.163598895072937012e+00,-5.663522332906723022e-02,-3.373583555221557617e-01
6.637080311775207520e-01,-8.790379762649536133e-02,8.680808544158935547e-01,-3.187695741653442383e-01,-3.056533336639404297e-01,-2.937398105859756470e-02,-1.399754136800765991e-01,-2.854682803153991699e-01,1.595023125410079956e-01,7.455267757177352905e-02
-2.143939584493637085e-01,-6.765117645263671875e-01,5.927526950836181641e-01,8.211422562599182129e-01,-4.267250597476959229e-01,-1.878569573163986206e-01,1.851775199174880981e-01,-5.775774717330932617e-01,6.552404761314392090e-01,-4.396902322769165039e-01
5.948862433433532715e-01,1.564064770936965942e-01,3.517232537269592285e-01,6.574604511260986328e-01,4.227115958929061890e-02,3.377861082553863525e-01,5.711285024881362915e-02,3.126857280731201172e-01,7.953427731990814209e-02,-1.790546327829360962e-01
-7.374810427427291870e-02,-7.411053776741027832e-02,8.136086910963058472e-02,2.921251952648162842e-02,6.387834250926971436e-02,-3.548662066459655762e-01,4.177989661693572998e-01,5.874335765838623047e-04,5.881194770336151123e-02,-1.617438495159149170e-01
-5.739815831184387207e-01,-6.859633326530456543e-01,1.639857292175292969e+00,8.820483088493347168e-01,-1.120293855667114258e+00,-8.669497445225715637e-03,4.762904644012451172e-01,-1.323777914047241211e+00,1.273866653442382812e+00,-2.334016561508178711e+00
-2.382952123880386353e-01,-2.084015011787414551e-01,1.984123438596725464e-01,-8.133838325738906860e-02,-3.179673552513122559e-01,-1.527943164110183716e-01,5.112802982330322266e-01,-2.514993846416473389e-01,5.349522233009338379e-01,-9.305410385131835938e-01
3.237788006663322449e-02,-3.598201274871826172e-01,-2.733545601367950439e-01,-9.139801859855651855e-01,-9.249696135520935059e-02,-4.083313047885894775e-02,-2.300674915313720703e-01,-4.383608400821685791e-01,3.832692503929138184e-01,-6.178328990936279297e-01
-5.098177492618560791e-02,2.477841824293136597e-01,4.030422270298004150e-01,6.873131990432739258e-01,-6.371387094259262085e-02,-7.306243777275085449e-01,-4.387308359146118164e-01,-7.765678763389587402e-01,5.223930478096008301e-01,-4.331549704074859619e-01
-1.960285007953643799e-01,2.230251729488372803e-01,8.249354362487792969e-02,-3.734867870807647705e-01,7.039082646369934082e-01,-6.060779839754104614e-02,2.618466913700103760e-01,-8.882547020912170410e-01,3.771850168704986572e-01,-6.841000914573669434e-01
-6.226073503494262695e-01,-5.770401954650878906e-01,1.566804796457290649e-01,-4.612434804439544678e-01,-1.236586570739746094e-01,-5.644374489784240723e-01,3.788660168647766113e-01,-6.808416247367858887e-01,9.469522237777709961e-01,-1.319801807403564453e+00
1.527719646692276001e-01,1.812443137168884277e-02,5.700357556343078613e-01,2.676957845687866211e-02,-1.945505589246749878e-01,4.997275024652481079e-02,-1.991437748074531555e-02,-2.176337540149688721e-01,1.950518935918807983e-01,-4.032480120658874512e-01
-6.530649214982986450e-02,-9.736347198486328125e-02,-2.462340146303176880e-02,1.772128939628601074e-01,2.712610661983489990e-01,-1.456605345010757446e-01,-1.610575467348098755e-01,-2.379654347896575928e-02,-1.160588115453720093e-01,3.428691625595092773e-01
2.654309011995792389e-02,-3.882653638720512390e-02,3.655436038970947266e-01,5.170057415962219238e-01,2.361850291490554810e-01,-9.731430560350418091e-02,-2.202229797840118408e-01,7.100342959165573120e-02,-1.723035424947738647e-01,1.808012425899505615e-01
-4.356480240821838379e-01,3.139074444770812988e-01,1.688056439161300659e-01,-3.892301321029663086e-01,7.093134522438049316e-01,-5.535091161727905273e-01,-1.352615095674991608e-02,-6.954131126403808594e-01,2.686849534511566162e-01,-1.409920215606689453e+00
1.045073032379150391e+00,-3.603056967258453369e-01,4.819095432758331299e-01,-7.769978046417236328e-01,5.016516894102096558e-02,1.365233808755874634e-01,-8.829056024551391602e-01,-1.271531820297241211e+00,9.712465405464172363e-01,-7.019769549369812012e-01
2.337964028120040894e-01,-9.620351344347000122e-02,-5.148758366703987122e-02,-9.767004847526550293e-02,-3.347938507795333862e-02,-7.244353741407394409e-02,1.228909716010093689e-01,1.644052863121032715e-01,4.804160818457603455e-02,7.600346580147743225e-03
-8.948881179094314575e-03,7.127559930086135864e-02,-5.788772180676460266e-02,3.230059519410133362e-02,2.647107653319835663e-02,-9.161917865276336670e-02,-5.424614995718002319e-02,4.032813012599945068e-02,-1.166111081838607788e-01,1.679450124502182007e-01
-1.482240706682205200e-01,-4.882200658321380615e-01,1.038481712341308594e+00,1.368165761232376099e-01,3.033039271831512451e-01,3.467397764325141907e-02,-6.468377262353897095e-02,-8.747115135192871094e-01,4.297228455543518066e-01,-1.013096094131469727e+00
